ID;food;Caloric Value;Fat;Saturated Fats;Monounsaturated Fats;Polyunsaturated Fats;Carbohydrates;Sugars;Protein;Dietary Fiber;Cholesterol;Sodium;Water;Vitamin A;Vitamin B1;Vitamin B11;Vitamin B12;Vitamin B2;Vitamin B3;Vitamin B5;Vitamin B6;Vitamin C;Vitamin D;Vitamin E;Vitamin K;Calcium;Copper;Iron;Magnesium;Manganese;Phosphorus;Potassium;Selenium;Zinc;Nutrition Density
568;gin;53;0;0;0;0;0;0;0;0;0;29;124;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0
569;dessert wine sweet;165;0;0;0;0;141;8;2;0;0;47;726;0;81;0;0;3;2;79;0;0;0;0;0;82;40;2;93;1;93;948;60;74;227
570;chenin blanc white wine;118;0;0;0;0;49;0;1;0;0;0;1284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50
571;gamay red wine;115;0;0;0;0;35;0;1;144;0;0;0;1286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1466
572;late harvest white wine;172;0;0;0;0;206;0;1;131;0;0;0;1198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1536
573;gewurztraminer white wine;119;0;0;0;0;38;0;1;0;0;0;1279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39
574;burgundy red wine;172;0;0;0;0;74;0;1;0;0;0;1712;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75
575;zinfandel red wine;129;0;0;0;0;42;0;1;0;0;0;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43
576;muller thurgau white wine;112;0;0;0;0;52;0;1;133;0;0;0;1292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1478
577;mouvedre red wine;129;0;0;0;0;39;0;1;165;0;0;0;1261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1466
578;table wine;123;0;0;0;0;4;12;1;0;0;87;1281;0;51;84;0;14;2;23;22;0;0;0;0;118;49;5;163;2;296;1465;12;2;164
579;wine light;73;0;0;0;0;17;17;1;0;0;46;1365;0;0;35;0;39;1;0;97;0;0;0;0;133;100;6;148;0;222;1302;14;1;157
580;white wine;121;0;0;0;0;38;14;1;0;0;98;1277;0;40;81;0;3;2;94;34;0;0;0;71;132;97;4;147;2;265;1044;36;2;175
581;petite sirah red wine;125;0;0;0;0;39;0;1;157;0;0;0;1267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1464
582;non alcoholic wine;2;0;0;0;0;3;3;1;0;0;95;29;0;0;27;0;19;93;0;64;0;0;0;0;27;35;1;3;0;44;26;52;88;32
583;pinot noir red wine;121;0;0;0;0;34;0;1;0;0;0;1278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35
584;pinot gris grigio white wine;122;0;0;0;0;3;0;1;0;0;0;1279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31
585;riesling white wine;118;0;0;0;0;55;0;1;0;0;0;1281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56
586;barbera red wine;170;0;0;0;0;56;0;1;0;0;0;1726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57
587;lemberger red wine;118;0;0;0;0;36;0;1;15;0;0;0;1279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1466
588;merlot red wine;122;0;0;0;0;37;9;1;0;0;11;1273;0;87;64;0;10;3;81;61;0;0;0;0;118;26;7;176;2;338;1867;83;2;163
589;sangiovese red wine;126;0;0;0;0;39;0;1;0;0;0;1267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40
590;sauvignon blanc white wine;119;0;0;0;0;3;0;1;0;0;0;1281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31
591;syrah red wine;122;0;0;0;0;38;0;1;0;0;0;1272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39
592;carignane red wine;370;0;0;0;0;12;0;4;0;0;0;4394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124
593;pinot blanc white wine;119;0;0;0;0;29;0;1;0;0;0;1281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30
594;semillon white wine;121;0;0;0;0;46;0;1;149;0;0;0;1281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1477
595;dessert wine dry;760;0;0;0;0;584;55;1;765;0;0;62;3627;0;33;0;0;96;11;2;0;0;0;0;0;40;2;12;45;6;45;460;66;4988
596;red wine;125;0;0;0;0;38;9;1;0;0;27;1271;0;10;18;0;73;3;49;44;0;0;0;66;118;17;7;176;2;338;1867;74;2;164
597;cabernet sauvignon red wine;166;0;0;0;0;52;0;1;0;0;0;1731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53
598;muscat white wine;123;0;0;0;0;78;0;1;0;0;0;1285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79
599;cooking wine;2;0;0;0;0;3;90;28;0;0;2;44;0;0;77;0;16;94;0;72;0;0;0;0;4;21;100;5;0;7;43;79;85;879
600;chardonnay white wine;168;0;0;0;0;43;19;1;0;0;27;1737;0;92;2;0;39;2;90;1;0;0;0;0;18;54;5;20;2;36;142;17;2;229
601;claret red wine;122;0;0;0;0;44;0;1;15;0;0;0;127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1465
602;rice sake;197;0;0;0;0;74;0;7;0;0;46;1152;0;0;0;0;0;0;0;0;0;0;0;0;74;51;1;88;0;88;368;57;92;156
603;fume blanc white wine;121;0;0;0;0;33;0;1;154;0;0;0;1279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1467
604;cabarnet franc red wine;122;0;0;0;0;36;0;1;0;0;0;1273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37
605;chocolate frosting;81;36;11;18;5;13;118;2;2;0;25;35;0;26;69;0;97;24;5;85;0;0;3;0;16;45;3;43;64;162;402;94;62;189
606;white sugar;19;0;0;0;0;5;49;0;0;0;12;21;0;0;0;0;99;0;0;0;0;0;0;0;46;78;78;0;81;0;1;26;50;5037
607;egg substitute;115;0;0;0;0;48;48;24;0;0;5;2088;0;3;65;39;9;3;4;3;12;6;38;63;1752;70;48;36;2;1728;5112;17;24;2100
608;agave syrup;21;81;0;0;0;53;47;25;10;0;90;16;0;0;0;0;0;0;0;0;0;0;0;0;88;71;42;34;49;9;3;0;8;5456
609;splenda sweetener;336;0;0;0;0;912;803;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;912
610;vanilla extract;12;69;3;60;1;5;5;0;0;0;61;22;0;41;0;0;83;2;39;79;0;0;0;0;5;30;19;5;66;3;62;0;65;1213
611;egg yolk dried;27;23;7;9;4;54;2;13;0;923;71;1;10;41;36;92;25;65;4;78;0;65;2;74;123;15;4;1;71;416;106;98;3;16368
612;granulated sugar;16;0;0;0;0;42;42;0;0;0;19;55;0;0;0;0;60;0;0;0;0;0;0;0;27;34;10;0;67;0;33;93;50;4253
613;baking chocolate;145;152;94;47;5;87;3;37;48;0;49;4;0;23;98;0;2;4;88;15;0;0;1;97;293;9;5;948;12;116;2407;72;28;667
614;bakers yeast;18;3;89;2;79;31;0;14;14;0;66;117;0;3;1;0;2;21;8;5;40;0;0;0;32;24;6;68;20;571;1022;73;17;10078
615;fondant;106;9;0;0;0;264;252;0;0;0;22;19;0;62;0;0;62;0;0;0;0;0;0;0;8;95;90;0;0;0;11;45;37;27396
616;brown sugar;16;0;0;0;0;41;41;24;0;0;94;87;0;0;23;0;0;0;37;8;0;0;0;0;35;30;71;4;47;2;56;23;80;7622
617;white frosting dry;768;0;0;0;0;1964;0;48;0;0;5;39;0;18;77;0;1;21;1;31;0;0;0;0;83;53;2;62;43;145;2422;36;10;2097
618;maple sugar;42;61;76;37;90;109;102;36;0;0;31;1;0;16;0;0;21;15;32;40;0;0;0;0;108;24;2;23;5;4;329;30;7;21961
619;fructose sweetener;15;0;0;0;0;42;39;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;67;0;0;0;0;82;0;4274
620;saccharin sweetener;360;0;0;0;0;891;852;9;0;0;4;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;4;0;79;90082
621;egg white raw;17;63;0;0;0;2;2;36;0;0;38;289;0;99;24;41;1;89;55;43;0;0;0;0;23;75;45;36;39;5;538;17;1;6196
622;turbinado sugar;18;0;0;0;0;46;46;0;0;0;8;82;0;0;0;0;0;0;0;0;0;0;0;0;6;50;18;16;64;52;13;0;3;524
623;vanilla frosting;1931;75;137;225;367;3137;2915;0;0;0;9;696;0;46;26;0;14;1;3;0;0;0;71;32;139;0;7;46;0;832;1571;29;3;4033
624;aspartame sweetener;365;0;0;0;0;891;807;22;0;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;4;79;68;91381
625;egg raw;80;53;18;2;11;4;2;7;0;2083;80;426;66;11;48;13;3;18;9;99;0;38;6;16;314;71;1;67;57;1109;773;23;7;45156
626;pineapple topping;860;3;66;1;2;2258;714;3;14;0;1;1122;0;1;26;0;8;3;59;12;105;0;54;32;204;2;4;204;2;102;1462;26;2;2591
627;egg white dried;26;87;0;0;0;3;0;58;0;0;52;6;0;41;60;77;2;49;1;59;0;0;0;0;62;33;28;5;30;62;781;12;0;12343
628;egg yolk raw;55;45;16;2;7;6;80;27;0;1845;6;89;9;14;40;98;64;42;5;61;0;78;4;34;219;69;5;9;13;663;185;39;4;3027
629;baking soda;0;0;0;0;0;0;0;0;0;0;13;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0
630;egg dried;30;22;7;9;3;47;50;24;0;815;60;2;44;26;16;90;20;79;3;75;0;27;1;75;118;17;2;17;63;315;27;17;2;1662
631;strawberry topping;53;96;71;83;63;139;57;14;1;0;99;69;0;77;30;0;51;49;63;24;29;0;79;29;13;78;14;8;2;11;107;5;79;1834
632;bakers yeast dry;13;3;78;2;69;16;0;16;11;0;81;2;0;4;2;14;2;16;5;8;38;0;0;88;12;16;51;22;48;255;382;6;3;5927
633;almond paste;1040;63;6;409;132;1085;823;204;109;0;51;32;0;2;2;0;9;32;3;51;2;0;307;0;3904;1;36;2951;19;5857;7128;37;34;5970
634;cream of tartar;8;0;0;0;0;18;0;0;10;0;9;32;0;0;0;0;0;0;0;0;0;0;0;0;2;94;1;73;62;2;495;31;54;2138
635;popover dry mix;631;73;17;34;14;1207;0;177;0;0;15;199;0;7;2;8;2;57;8;72;2;0;0;0;544;3;5;425;13;170;170;44;15;2053
636;egg substitute powder;126;37;11;15;5;62;62;157;0;1619;2;11;1;6;17;49;5;2;1;74;2;0;4;25;923;17;9;184;45;1353;2106;32;5;1191
637;gelatin powder;17;86;90;54;63;0;0;43;0;0;29;7;0;33;15;0;28;63;39;14;0;0;0;0;28;1;99;11;19;2;8;77;4;7255
638;tapioca pearls;544;93;75;88;57;1348;51;3;14;0;77;167;0;16;1;0;0;0;2;91;0;0;0;0;304;21;24;15;2;106;167;7;2;169318
639;baking powder;2;0;0;0;0;13;0;0;30;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;2703;77;5;12;74;1008;9;4;91;272196
640;egg boiled;93;64;2;24;8;7;7;75;0;2238;42;448;40;69;72;15;3;38;8;56;0;19;6;69;30;9;7;6;4;1032;756;62;6;45338
641;millet flour;444;51;6;11;31;869;2;128;42;0;56;128;0;5;32;0;10;72;15;4;0;0;1;37;167;6;47;1416;12;3392;2666;28;31;1304
642;triticale flour;439;24;4;2;1;951;0;171;19;0;96;13;0;5;12;0;2;37;28;5;0;0;12;0;455;7;34;1989;54;4173;6058;0;35;1825
643;corn flour white;414;42;6;11;2;873;18;96;73;0;36;112;0;3;78;0;1;19;2;5;0;0;1;0;1573;2;17;106;5;2633;2987;72;21;2674
644;rice flour brown;574;44;9;16;16;1208;13;114;73;0;39;189;0;7;56;0;1;10;25;12;0;0;19;0;174;4;31;177;63;5325;4566;0;39;1644
645;sorghum flour;437;4;6;11;17;937;23;95;8;0;23;122;0;3;58;0;14;63;11;4;0;0;6;79;145;3;36;1452;15;3485;3763;26;17;1333
646;cornmeal whole grain;442;44;6;12;2;938;8;99;89;0;22;125;0;5;34;0;2;44;5;4;0;0;5;59;73;2;42;1549;6;294;3501;4;22;1285
647;cornmeal white;581;27;3;5;1;1247;25;112;61;0;94;176;0;2;89;0;16;16;4;3;0;0;2;0;47;1;17;502;3;1554;2229;30;1;1511
648;barley flour;511;24;5;3;11;1103;12;155;149;0;62;179;0;5;21;0;2;93;2;6;0;0;8;69;474;5;4;1421;15;4381;4573;37;3;1945
649;safflower seed meal;97;7;29;99;4;138;0;101;0;0;6;18;0;3;22;0;1;6;11;3;0;0;0;0;218;5;14;991;6;1806;192;0;14;478
650;sesame flour;658;464;65;175;203;333;0;385;0;0;41;11;0;34;73;0;4;167;37;2;0;0;0;0;1988;19;19;4513;19;100880;5288;0;133;3360
651;whole grain wheat flour;408;3;5;3;14;864;5;159;128;0;27;129;0;6;66;0;2;59;7;5;0;0;9;25;408;5;43;1644;49;4284;4356;45;31;1632
652;corn flour yellow;422;45;6;12;21;899;7;81;85;0;40;128;0;3;40;0;36;22;8;4;0;0;5;6;82;3;28;1088;5;3182;3686;12;2;1220
653;corn flour whole grain;422;45;6;12;21;899;7;81;85;0;33;128;0;3;21;0;35;22;8;4;0;0;5;71;82;3;28;1088;5;3182;3686;45;2;1220
654;cottonseed flour low fat;94;4;82;46;2;102;0;141;0;0;22;2;0;6;16;0;1;11;1;2;7;0;0;0;1341;3;36;2026;6;4491;4984;0;33;1631
655;sunflower seed flour;13;13;36;59;77;14;0;19;2;0;73;3;0;1;20;0;6;3;3;22;3;0;0;0;46;81;3;138;11;276;27;47;2;8557
656;sesame meal;160;136;19;51;6;74;0;48;0;0;73;14;0;7;10;0;94;36;8;81;0;0;0;0;433;4;41;979;4;219;1149;0;29;732
657;acorn flour;626;377;49;239;73;683;0;94;0;0;0;75;0;2;1;0;2;3;12;9;0;0;0;0;538;8;15;1375;22;1288;890;0;8;1707
658;rice flour white;578;22;6;7;6;1266;2;94;38;0;0;188;0;2;58;0;14;41;13;7;0;0;2;0;158;2;6;553;19;1548;1201;62;13;1584
659;sesame flour low fat;94;5;11;2;2;10;0;142;0;0;72;2;0;7;73;0;92;35;8;20;0;0;0;0;422;4;4;957;4;2142;1124;0;28;709
660;potato flour;571;5;1;63;2;133;56;11;94;0;42;104;0;0;4;43;0;60;56;8;12;61;0;4;0;104;3;22;104;5;2688;160160;31;1554
661;cornmeal yellow;581;27;3;5;1;1247;25;112;61;0;11;176;0;2;72;0;85;16;4;3;0;0;2;0;47;1;17;502;3;1554;2229;69;1;1511
662;rye flour;364;14;2;2;6;782;9;10;82;0;61;116;0;3;47;0;68;8;7;2;0;0;8;79;133;2;9;326;12;1326;2285;70;14;1120
663;arrowroot flour;457;1;19;88;36;1128;0;4;44;0;2;146;0;13;43;0;0;0;2;32;0;0;0;0;512;45;4;38;6;64;141;0;67;1693
664;chickpea flour;356;62;6;14;27;532;10;206;99;0;50;95;0;4;4;0;37;16;6;5;0;0;8;3;414;8;45;1527;15;2926;7783;79;26;1358
665;wheat flour;455;12;2;1;5;954;3;129;34;0;61;149;0;1;2;0;6;74;5;1;0;0;95;51;188;2;58;275;9;135;1338;23;9;1375
666;cornstarch;488;30;77;46;12;1168;0;3;12;0;93;106;0;0;0;0;0;0;0;0;0;0;0;0;26;97;6;38;28;166;38;96;81;121535
667;carob flour;13;61;41;88;52;53;29;3;24;0;33;2;0;90;7;0;79;1;38;29;88;0;46;0;209;88;2;32;19;47;496;87;87;2918
668;buckwheat flour;402;37;8;11;11;847;31;151;12;0;33;134;0;5;35;0;2;74;5;7;0;0;4;44;492;6;49;3012;24;4044;6924;40;37;1696
669;pecan pie;503;271;49;136;7;637;0;6;0;1061;3;238;46;2;83;61;2;1;6;34;2;0;0;0;39;3;18;317;9;1147;1623;89;12;137891
670;apple pie;331;156;38;67;42;464;0;3;0;0;3;591;78;2;20;0;1;15;1;9;21;0;0;0;88;20;14;88;2;35;988;77;2;77358
671;vanilla wafer pie crust;935;637;131;275;188;884;129;65;2;686;9;15;4;3;71;81;4;37;5;82;2;59;54;28;739;1;29;176;3;1373;139;9;4;2362
672;chocolate pie crust;881;408;86;264;37;1174;479;111;49;0;9;91;0;6;1;0;5;56;3;49;0;0;33;78;582;14;78;728;33;2184;3403;33;38;2402
673;apple strudel;195;8;15;23;38;292;183;23;16;43;20;309;11;87;82;9;16;2;2;31;12;0;1;2;107;92;3;64;1;234;1058;34;1;53359
674;chocolate snack cake;200;8;24;43;9;302;189;18;16;0;2;93;1;51;79;11;13;5;67;68;1;0;5;80;58;2;18;18;2;435;88;6;5;102459
675;fruit fried pie;404;206;31;95;69;545;274;38;33;0;4;481;65;2;46;74;1;18;1;19;17;0;22;35;282;94;16;128;3;55;832;94;3;113776
676;pumpkin pie;316;144;49;57;28;409;0;7;0;651;3;907;100;1;91;86;3;12;7;77;26;0;0;0;1457;1;2;295;3;1519;2883;58;7;212686
677;corn cake;35;2;19;32;98;75;21;7;2;0;10;4;13;57;84;0;84;5;23;74;0;0;0;0;17;40;1;103;2;141;141;82;2;10437
678;sponge snack cake;157;48;17;21;8;269;157;15;4;172;2;82;95;91;96;34;22;7;60;0;89;98;3;11;101;60;6;34;1;777;298;29;3;44404
679;danish pastry with nuts;280;164;38;89;28;297;168;46;13;299;2;133;54;1;91;88;2;15;5;62;11;0;5;18;611;1;12;208;5;715;618;62;6;115451
680;chocolate cream pie;301;192;49;11;24;333;0;26;2;5;1;431;0;2;93;0;1;7;4;23;0;0;0;0;356;78;11;208;2;673;1257;16;2;938
681;angel food cake;72;2;71;95;1;162;0;17;4;0;2;93;0;95;39;35;1;2;46;58;0;0;0;0;392;58;1;34;12;907;26;95;55;578
682;lemon meringue pie;362;164;4;71;42;497;0;48;0;673;3;55;11;1;9;43;2;12;3;34;42;0;0;0;152;86;13;76;2;533;826;59;4;91632
683;danish pastry with cinnamon;349;167;35;106;16;469;0;48;0;273;3;184;58;3;72;41;2;22;6;49;26;0;0;0;37;79;18;141;4;739;959;28;5;109897
684;cinnamon coffeecake;238;133;33;74;18;266;0;39;11;182;2;125;49;1;20;85;1;1;4;46;2;0;0;0;308;6;11;125;3;616;701;48;5;77089
685;cheesecake;257;18;79;69;13;204;174;44;3;44;4;365;1;61;11;30;2;2;5;100;3;78;4;93;408;39;5;88;1;744;72;79;4;848
686;fruitcake;139;39;5;18;14;265;118;12;16;22;13;109;60;4;63;0;63;3;15;8;2;0;4;32;142;82;9;69;67;224;658;33;1;48507
687;egg custard;293;129;61;39;12;31;31;142;0;2369;2;2224;1;1;25;81;7;3;16;1;0;0;6;97;3017;31;1;31;70;3187;4174;16;15;3609
688;mince pie;477;178;44;77;47;792;467;43;43;0;4;617;0;2;74;0;2;2;2;1;97;0;2;71;363;2;25;231;4;693;335;99;4;1541
689;yellow cake with chocolate frosting;546;256;83;104;68;797;565;46;22;23;4;322;0;32;0;0;1;12;2;0;0;0;65;89;461;2;29;288;3;1987;2693;84;6;1611
690;danish pastry with fruit;335;159;33;101;16;451;0;48;0;188;3;273;43;3;93;16;2;18;6;5;16;0;0;0;216;59;14;141;2;686;110;52;5;90454
691;white cake with coconut frosting;399;115;44;41;24;708;643;49;11;11;3;232;15;1;58;91;2;12;2;26;1;47;1;19;1008;31;13;134;3;784;1109;93;4;190574
692;danish pastry with cheese;353;246;51;156;24;287;0;58;0;20;3;308;57;3;35;95;2;25;6;82;26;0;0;0;701;4;18;155;4;801;1165;15;6;133666
693;graham cracker pie crust;917;454;91;31;31;1177;332;93;35;0;9;8;0;3;1;0;4;59;3;1;0;0;34;58;531;4;48;421;24;2141;2068;39;23;2338
694;blueberry pie;360;175;43;75;45;492;0;4;0;0;3;753;0;2;73;0;2;18;2;15;1;0;0;0;103;81;18;118;4;441;735;59;3;838
695;yellow cake with vanilla frosting;239;93;15;39;33;376;0;22;2;352;2;141;27;18;64;16;99;3;2;1;0;0;0;0;397;17;7;38;89;915;339;20;2;89788
696;pie crust;121;8;2;35;21;109;45;15;4;0;1;23;0;4;4;0;88;8;48;75;0;0;33;38;23;79;7;32;61;154;154;96;1;238
697;chocolate cake with chocolate frosting;537;277;82;101;64;729;551;48;3;304;5;304;95;0;98;0;61;11;3;0;1;0;6;20;414;3;42;428;5;1891;3726;84;8;154164
698;cheese coffeecake;258;116;41;54;13;337;0;53;8;646;3;245;82;98;1;49;70;5;3;86;41;0;0;0;448;74;5;114;1;768;2196;75;4;96831
699;vanilla cream pie;350;181;51;76;43;411;16;6;8;781;3;592;1;2;64;86;3;12;5;6;6;76;6;10;1134;18;13;164;2;131;1588;24;7;1814
700;pineapple cake;367;139;34;6;38;581;0;4;9;253;4;371;78;2;69;91;2;14;2;29;14;0;0;0;138;1;17;15;4;943;1288;94;4;218024
701;peach pie;262;117;18;5;44;385;19;22;9;0;3;636;60;25;89;0;82;2;1;47;11;0;11;23;94;82;6;7;2;257;1463;25;1;64447
702;fruit coffeecake;156;51;12;28;7;258;0;26;13;35;2;159;0;89;42;0;37;13;3;13;4;0;0;0;225;20;12;85;1;59;45;56;3;589
703;pound cake;116;6;35;18;3;146;0;17;2;663;1;74;90;59;55;88;48;4;1;87;0;0;0;0;105;21;4;33;46;411;357;92;1;3347
704;pound cake bread;215;96;17;24;52;282;10;39;9;0;2;123;0;41;0;0;28;26;3;80;0;0;8;0;253;77;12;105;1;165;1155;20;3;691
705;white cake;264;92;24;39;23;423;263;4;6;15;2;172;43;1;37;70;2;11;1;20;1;0;73;40;962;3;11;89;1;688;703;33;2;15359
706;coffeecake with chocolate frosting;298;97;25;51;13;484;0;45;18;621;3;262;41;6;36;10;24;8;4;51;15;0;0;0;342;56;5;135;2;675;702;34;4;99233
707;popcorn cake;38;3;74;60;1;8;1;1;3;0;50;5;0;79;68;0;60;6;2;76;0;0;73;5;9;67;2;159;37;277;327;79;4;107
708;banana cream pie;3190;1613;446;678;39;3902;143;522;83;6049;28;5681;7;16;3;6;25;125;46;16;19;9;47;69;8895;6;123;1898;18;109110;195690;1;57;15335
709;baked apple pie mcdonalds;91;44;11;26;3;123;49;9;6;0;76;105;0;93;53;0;45;7;36;27;91;0;5;0;54;30;6;2;71;102;178;0;0;333
710;sponge cake;187;27;8;1;4;364;0;46;0;1071;1;185;71;1;76;56;2;8;3;70;0;0;0;0;265;76;1;57;1;63;888;34;4;71264
711;yellow cake;245;99;27;42;24;36;0;36;5;367;2;171;94;1;86;16;2;1;2;38;1;0;0;0;993;99;11;82;1;796;619;37;3;15051
712;shortcake;98;4;11;17;1;137;0;17;0;8;1;8;5;58;27;99;39;7;5;55;70;0;0;0;58;76;7;45;80;405;30;97;1;78182
713;cherry pie;486;22;54;96;58;693;0;5;0;0;3;824;27;3;81;0;2;23;2;16;18;0;0;0;18;1;33;162;4;54;1386;11;4;119444
714;dutch apple pie;397;158;32;79;29;61;302;3;22;0;3;563;8;3;33;0;70;15;1;0;78;0;13;71;192;2;12;11;3;397;1041;38;3;110281
715;chocolate cake;352;143;52;57;26;507;0;5;15;551;3;232;0;1;12;27;2;11;3;38;2;0;0;0;57;2;15;304;3;1007;133;19;7;1302
716;marshmallow;64;33;45;35;60;163;115;4;13;0;39;33;0;15;11;0;28;38;14;62;0;0;0;0;6;2;38;4;3;16;1;9;60;17445
717;sugar apple;72;2;9;31;95;182;0;16;34;0;45;564;0;0;66;24;0;93;7;2;2;28;0;0;0;185;75;5;162;0;246;1902;83;23644
718;toffee;67;39;25;11;1;78;76;1;0;125;44;40;33;74;59;21;76;1;98;44;99;79;0;1;97;41;92;94;5;82;38;61;31;12023
719;vanilla fudge with nuts;123;39;11;7;19;211;201;8;3;37;75;23;64;79;12;18;77;42;46;41;74;0;87;56;133;12;1;68;1;207;291;16;2;39577
720;peanuts chocolate coated;21;13;6;5;2;2;15;5;2;4;63;8;90;23;14;19;78;2;27;26;0;0;1;54;42;67;37;38;42;85;201;5;1;8305
721;caramel with nuts chocolate coated;66;29;7;13;8;85;58;13;6;0;41;9;28;67;66;0;4;7;0;50;2;0;2;24;109;50;2;113;0;232;623;94;3;24683
722;gingerbread;263;121;31;53;31;364;0;29;0;237;2;207;36;1;88;27;1;13;3;1;82;0;0;0;525;1;21;518;5;40;3249;82;3;106123
723;rolo nestle;24;1;6;34;29;2;78;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1234
724;vanilla fudge;108;15;1;4;84;232;226;3;0;42;40;31;63;13;56;76;12;93;15;95;0;0;67;26;108;36;36;8;45;85;139;4;89;35944
725;halavah;328;151;29;57;59;423;0;87;32;0;1;26;0;3;16;0;36;2;1;2;97;0;0;0;231;8;32;1526;6;4249;1309;36;3;95618
726;praline;189;101;9;57;3;232;218;13;14;0;16;4;0;66;96;0;71;2;1;21;1;0;2;33;168;2;5;191;7;406;846;21;7;534
727;fruit juice bar;67;89;0;0;26;156;135;9;8;0;11;603;0;22;32;0;55;1;99;94;73;0;0;92;39;0;1;31;1;46;408;7;68;28671
728;peanut brittle;138;54;12;23;13;202;145;21;7;34;1;2;51;15;46;0;98;7;1;29;0;0;7;60;76;86;3;119;2;30;475;37;2;36343
729;butterscotch;21;2;1;70;76;48;43;79;0;5;39;3;76;8;0;0;87;93;75;0;0;0;59;92;2;62;20;0;76;40;2;11;1;5351
730;chocolate coffee beans;155;94;51;39;4;156;144;21;16;57;6;7;49;7;16;63;11;52;1;2;0;0;1;40;478;1;6;181;2;532;1169;56;6;77127
731;nougat with almonds;56;2;2;0;0;129;117;5;5;0;61;3;0;58;44;0;45;83;44;1;96;0;4;0;45;51;82;45;43;77;147;62;51;18658
732;carob;135;78;73;1;28;141;85;2;1;3;15;4;0;0;20;87;86;27;3;2;7;1;0;4;51;758;11;3;9;59;315;1583;87;25013
733;peanut butter fudge;62;11;3;5;3;124;117;6;1;5;85;17;81;64;90;95;70;2;28;52;0;0;2;68;67;16;72;32;77;109;19;7;21;21055
734;sugar coated almonds;17;6;16;4;1;24;22;4;13;0;21;94;0;80;33;0;98;46;29;92;0;0;4;0;35;73;61;48;91;58;89;9;85;6936
735;chocolate coated marshmallow;118;47;13;26;5;19;125;11;6;0;2;28;43;70;2;98;27;2;1;87;93;0;22;30;129;13;7;101;61;272;51;76;2;39096
736;raisins chocolate coated;390;148;103;31;6;684;622;41;31;3;21;112;59;18;16;66;2;4;3;80;2;0;3;54;86;4;17;45;4;143;514;53;13;178329
737;chewing gum sugarless;5;13;90;81;38;19;0;0;78;0;1;67;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;30;0;2378
738;chewing gum;11;32;58;60;15;29;2;0;12;0;83;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;45;0;2973
739;chocolate syrup;109;4;2;1;11;254;194;8;1;0;61;121;0;55;96;0;99;1;96;89;9;0;86;49;55;2;8;254;1;503;874;80;3;33955
740;chocolate fudge syrup;67;17;8;7;86;12;66;9;5;2;84;41;70;15;79;29;77;20;73;46;23;0;5;35;93;76;2;91;13;184;54;44;2;24726
